iter	Logloss
225	0.3684113029
226	0.3682396163
227	0.368012148
228	0.3677144353
229	0.3673132622
230	0.367125422
231	0.3669371341
232	0.3666316694
233	0.3665250821
234	0.3664080374
235	0.3662109399
236	0.3659636381
237	0.3656980217
238	0.3654038772
239	0.3651471356
240	0.3649395107
241	0.3646866898
242	0.3643827444
243	0.3641135291
244	0.3638739294
245	0.3637479705
246	0.363506742
247	0.3632893634
248	0.3630636791
249	0.3627470382
250	0.3624805754
251	0.3622348844
252	0.3619639676
253	0.3617165523
254	0.3615394516
255	0.361250986
256	0.3608797008
257	0.360553219
258	0.3602788759
259	0.3601536345
260	0.3599394427
261	0.3596842654
262	0.3594657917
263	0.3592576527
264	0.3589730212
265	0.358851269
266	0.3586971084
267	0.3584637177
268	0.3581420582
269	0.3579160313
270	0.3577006559
271	0.3575120956
272	0.3571380967
273	0.3569973215
274	0.3567245656
275	0.3565156547
276	0.356484699
277	0.3562776096
278	0.3560318107
279	0.3557379492
280	0.3555051004
281	0.3553147805
282	0.3550677177
283	0.3547844323
284	0.3545746366
285	0.3543380787
286	0.3541942575
287	0.3539430997
288	0.353651301
289	0.3534102099
290	0.3531622443
291	0.3529698741
292	0.3526630926
293	0.3523703781
294	0.352210033
295	0.3520456166
296	0.3517289241
297	0.351535384
298	0.3512321208
299	0.3509750496
300	0.3506687973
301	0.3503544156
302	0.3500769266
303	0.3498311795
304	0.3495639273
305	0.3493684086
306	0.3491778071
307	0.3489903629
308	0.3487823836
309	0.3485660182
310	0.3483210395
311	0.3481836478
312	0.3478835244
313	0.3478786491
314	0.3477308989
315	0.3475197494
316	0.3472691518
317	0.3471604282
318	0.3468428809
319	0.3466295638
320	0.3463549876
321	0.3462181184
322	0.3459881956
323	0.3457121598
324	0.3455695986
325	0.3453575074
326	0.3451226103
327	0.3448581738
328	0.3446968447
329	0.3444878064
330	0.3442906678
331	0.3441623482
332	0.344057393
333	0.3437734766
334	0.3436220118
335	0.3434703401
336	0.3432365518
337	0.3429906187
338	0.3427259984
339	0.3425021009
340	0.3422698334
341	0.3420544763
342	0.3419459422
343	0.3417797591
344	0.3415905138
345	0.3414123539
346	0.3412723207
347	0.3410825474
348	0.3408071273
349	0.3405816871
350	0.3403122036
351	0.3400998445
352	0.3398461178
353	0.3396613091
354	0.3395410426
355	0.3395374172
356	0.3393541058
357	0.3391554849
358	0.3390753751
359	0.3388857471
360	0.3387430875
361	0.3385159745
362	0.3383068106
363	0.3380797078
364	0.3379585744
365	0.3378221526
366	0.3377313965
367	0.3375240697
368	0.3374038901
369	0.3371944528
370	0.3370275688
371	0.3368413204
372	0.3365615323
373	0.3363570295
374	0.3361633139
375	0.3359049209
376	0.3356773195
377	0.3354200955
378	0.3352001814
379	0.3350558928
380	0.3347971467
381	0.334630361
382	0.3344675435
383	0.3342580849
384	0.3340893604
385	0.3338798457
386	0.3336227599
387	0.3334735675
388	0.3333681767
389	0.333164864
390	0.3329791445
391	0.3329081304
392	0.3327036656
393	0.3324758118
394	0.3321867735
395	0.3320242537
396	0.3318114108
397	0.331625974
398	0.3313961353
399	0.3312039764
400	0.3310167283
401	0.3309008473
402	0.3306442705
403	0.3303979641
404	0.3301599626
405	0.3299413028
406	0.329807137
407	0.3296176049
408	0.3294553698
409	0.329188888
410	0.3289446479
411	0.3286926932
412	0.3284205492
413	0.3281509062
414	0.3279778835
415	0.3277901856
416	0.327552705
417	0.3273078943
418	0.3271053098
419	0.326898191
420	0.3266988191
421	0.3264580997
422	0.3262389694
423	0.3260541929
424	0.3259839117
425	0.3258344379
426	0.3256843305
427	0.3254683606
428	0.3252370401
429	0.3250145079
430	0.3248201181
431	0.3245248977
432	0.3243404529
433	0.3241208434
434	0.3239214514
435	0.3237898869
436	0.323623146
437	0.3235128951
438	0.3232504146
439	0.3231123481
440	0.3230001826
441	0.3227474884
442	0.3226150632
443	0.322407783
444	0.3221424659
445	0.3219704785
446	0.3218210524
447	0.3216162591
448	0.3214362962
449	0.3213313683
450	0.3210791288
451	0.3209405349
452	0.3207672387
453	0.3206138796
454	0.320381579
455	0.3201157318
456	0.3198904361
457	0.3196456233
458	0.3194743863
459	0.3192646429
460	0.3191780969
461	0.3189510707
462	0.3186707769
463	0.3184300399
464	0.3182778224
465	0.3180979229
466	0.3177870032
467	0.3176032192
468	0.3174427867
469	0.3172058957
470	0.3170265311
471	0.3167989875
472	0.3165740158
473	0.3164125573
474	0.3161726059
475	0.3160435276
476	0.315921819
477	0.3157499313
478	0.3156553629
479	0.3154716793
480	0.3152347784
481	0.3151137725
482	0.3150658612
483	0.3149140184
484	0.3147420461
485	0.314572068
486	0.3144522071
487	0.3142553883
488	0.3140771415
489	0.3138637937
490	0.3136614848
491	0.3134142618
492	0.3131525422
493	0.3129234545
494	0.3127349549
495	0.3126917254
496	0.3125028722
497	0.3123564698
498	0.3121237849
499	0.3119384744
